labels,image_path,post_text
landslide,dataset\deslizamento_de_terra\c036081ca6e1b80e44f1e0948cac7745.jpg,"#dolor  POR LA MUERTE DE TRES PEQUEÑITOS DE 6 Y 5 AÑOS, ESTABAN EN RECREO CUANDO EL ALUD DE TIERRA TAPO LA ESCUELA Un dolor tan inmenso que tal vez hasta hoy no habían experimentado estos padres. La perdida de sus hijos es una tragedia en cada hogar de estos pequeñitos.  Este 14 de julio sobre las 9:10 de la mañana, un alud de tierra cayó sobre una escuela de la Vereda El Porvenir en el municipio de Andes, Antioquía  dejando tres niños sin vida. El deslizamiento se presentó cuando los alumnos estaban jugando en el patio de la institución ya que era su hora de descanso. Narró el párroco del corregimiento, Aldemar Augusto Ramirez Giraldo. Al parecer hubo un represamiento en la parte alta donde estaba ubicada la escuela, lo que ocasionó que se desprendiera la montaña. A pesar de que lo sucedido produjo un ruido muy fuerte, no todos los estudiantes alcanzaron a salir, pues algunos quedaron atrapados.   Los padres de familia llegaron al colegio para tratar de ayudar a rescatar a sus hijos; con algunas herramientas empezaron a quitar tierra y maleza. Los organismos de socorro llegaron a apoyar las labores de rescate. En un principio fueron rescatados 19 niños y tres alumnos permanecían desaparecidos. Lamentablemente los menores fueron encontrados horas más tarde. Pero debido al mal estado de salud, fallecieron mientras recibían atención médica. #Tragedia #andesantioquia #colombia"
landslide,dataset\deslizamento_de_terra\efb95d97eca1c762f25f1a6e2f2ffd63.jpg,"Los Andes Sotomayor, antes de sufrir problemas mayores, pongan atención a lo que la tierra está avisando."
landslide,dataset\deslizamento_de_terra\40258e51be04f80bc0cb45b0aa9cfd32.jpg,"Como van las cosas, Satena debería habilitar un vuelo Buenaventura-Cali lo más pronto posible. Es aterrador el panorama, el puerto más importante de Colombia se quede incomunicado (y no solo por el innumerable costo económico que esto representa para el resto del país, si no para la misma Buenaventura) ¿cuantos enfermos pueden morir en carretera porque no hay vía?  La naturaleza es impredecible, es hermosa y da vida, pero a su vez es fuerte y agresiva, inevitable no pensar en  las pérdidas humanas y materiales que se han presentado (y las que se puedan presentar) directas e indirectamente."
landslide,dataset\deslizamento_de_terra\08dfde8f1aa43f20e93bfa1e8b972796.jpg,"78 MUERTOS EN BRASIL Al menos 78 personas murieron después de que fuertes lluvias azotaron Petrópolis, una ciudad de la región montañosa del estado brasileño de Río de Janeiro, informó el miércoles el gobierno local. Las calles de la ciudad quedaron inundadas por los aguaceros y también hubo fallecidos por deslizamientos de tierra. El presidente Jair Bolsonaro, que está de viaje en Rusia, dijo en Twitter que había pedido a los ministros que ayudaran a la ciudad y a las víctimas de la tormenta. El gobernador de Río de Janeiro, Claudio Castro, acudió a Petrópolis el martes por la noche. ""Estamos en Petrópolis articulando toda la ayuda necesaria en este momento"", escribió Castro en su cuenta de Twitter, añadiendo en un comunicado en video que sólo abandonaría la ciudad cuando se organice la respuesta al desastre. Desde Moscú, donde se reunirá el miércoles con el presidente ruso, Vladimir Putin, Bolsonaro dijo que había hablado con el ministro de Desarrollo Regional, Rogerio Marinho, y el de Economía, Paulo Guedes, para asegurar la ayuda a la ciudad. Desde diciembre, fuertes lluvias han provocado inundaciones y deslizamientos de tierra mortales en el noreste de Brasil y en el estado de Sao Paulo, amenazando con retrasar las cosechas en el medio oeste y han obligado a suspender brevemente las operaciones mineras en el estado de Minas Gerais. Síguenos en Instagram: @almeiraproducciones  Visita nuestra página Web: www.almeiraproducciones.com #AlmeiraProducciones #NorteDelCauca #Noticias #Informacion #Almeira"
huaico,dataset\huaico\a5af0c991aa5ba7a862ee1f7231fd03b.jpg,"#Internacional  #Perú| Deslizamiento de tierra deja al menos 60 viviendas sepultadas en Perú El gobernador regional Manuel Llempén indicó que deslizamiento de tierra en Retamas ha dejado al menos entre 60 y 80 casas sepultadas. Este 15 de marzo, al promediar las 8:30 a.m., se reportó un deslizamiento de un cerro en la localidad Retamas, ubicado en el distrito de Parcoy, en la provincia de Pataz, en la región La Libertad."
flood,dataset\enchente\b2846030743ede224e2b1a8df8a49bc3.jpg,"#INTERNACIONAL  BRASIL ESTÁ VIVIENDO UNA VERDADERA EMERGENCIA CLIMÁTICA el día de hoy se registró un deslizamiento de tierra en Franco de Rochas , Sao Paulo Brasil. Varias personas murieron. En estas últimas horas  están buscando personas entre los escombros la situación es crítica. Además otras partes de Sao Paulo están viviendo inundaciones extremas dónde varias personas han muerto. Reportan cientos de evacuados. Entre inundaciones y el deslizamiento de tierra están reportando hasta 18 muertos por el momento. 7 niños los han reportado muertos. Hay varios niños y gente mayor desaparecida. Investigador Juan Enrique Santillana."
landslide,dataset\deslizamento_de_terra\93bd58c0cadde2e6548d4f0a16ed6f1d.jpg,"#Brasil   Deslizamiento de tierra afectó una residencia y dejó una persona muerta en Franco da Rocha, región metropolitana de São Paulo, la mañana del domingo, después de que fuertes lluvias azotaran el municipio. Según el Departamento de Bomberos, el incidente ocurrió en la calle São Carlos. Otras 4 personas resultaron heridas. #chuvas #deslizamentodeterra Créditos: centinela35"
flood,dataset\enchente\0087635749c02ac968b9ca2686026da2.jpg,"#RENOticias #terremoto Un fuerte terremoto mató al menos a 900 personas e hirió a cientos en Afganistán, según la agencia estatal de noticias del país. Ha habido muchos deslizamientos de tierra que han convertido casas construidas con barro en ruinas en la provincia oriental de Paktika, donde los equipos de rescate están luchando para tratar a los heridos. En áreas remotas, los helicópteros transportan a las víctimas a los hospitales. La agencia de noticias local Bakhtar dijo que es probable que aumente el número de muertos y agregó que más de 600 personas resultaron heridas. El sismo ocurrió a unos 44 kilómetros de la ciudad de Khost, en el sureste del país, poco después de la 1:30 am hora local, cuando muchas personas estaban en sus casas durmiendo en sus camas. Los funcionarios talibanes instaron a las agencias de ayuda a moverse rápidamente a las áreas afectadas en el este del país. Los terremotos tienden a causar daños significativos en Afganistán, donde hay muchas áreas rurales donde las viviendas son inestables o están mal construidas. El sismo fue de magnitud 6,1 a una profundidad de unos 51 km, según los sismólogos. En los últimos 10 años, más de 7.000 personas han sido víctimas de terremotos en el país."
flood,dataset\enchente\fe5ee609c5b8246d80a8643c98e42f34.jpg,"#ÚLTIMAHORA | En Indonesia, mueren 12 mujeres tras deslizamiento de tierra en mina de oro. Al menos 12 mujeres que trabajaban en una mina de oro ilegal en la provincia indonesia de Sumatra Septentrional murieron en un deslizamiento de tierra que las sepultó, indicó la policía.  El accidente ocurrió ayer y causó la muerte de 12 mujeres de entre 30 y 55 años que estaban excavando en busca de oro en una mina ilegal abandonada."
landslide,dataset\deslizamento_de_terra\436eaf4adeef8f7f2c9a46ac07d78ae0.jpg,"Sao Paulo: Derrumbes dejan al menos 24 muertos y 660 familias evacuadas. El temporal ha provocado desbordamiento de ríos, deslizamientos de tierras, inundaciones y cortes parciales. http://ht.ly/EF1n30s9bcs"
landslide,dataset\deslizamento_de_terra\a608b09cfa83a45ade1116a181251973.jpg,"#RIO DE JANEIRO  .                                     FUERTE LLUVIA PROVOCA MUERTE EN PETRÓPOLIS EN RÍO DE JANEIRO  Fuertes lluvias provocaron inundaciones y deslizamientos de tierra en el municipio de Petrópolis, en la Región Serrana de Río, en la tarde del martes (15).  Según el Comandante General del Cuerpo de Bomberos, coronel Leandro Monteiro, hubo confirmación de una muerte y tres personas sepultadas tras un deslizamiento de tierra en Morro da Oficina.  El municipio se encontraba en etapa de crisis alrededor de las 8 de la noche.  Hasta las 19:50 horas, según la Defensa Civil, se registraron 49 hechos relacionados con derrumbes en la ciudad.  El coronel Leandro Monteiro informó que 120 bomberos operaban en la ciudad a primera hora de la tarde.  También según el coronel, se abrirán escuelas para albergar a la población desplazada.  Según él, la Secretaría de Salud del Estado, junto con el Cuerpo de Bomberos, está movilizando un plan de contingencia para identificar el número de víctimas y trasladarlas a unidades con estructura para la atención."
flood,dataset\enchente\052aeb37f4210585c4fb4187bdcb4c63.jpg,"CAOS EN SAO PAULO El estado de Sao Paulo, en Brasil, permanece en alerta durante los últimos días por las recientes lluvias, que dejan un saldo de al menos 28 muertos hasta la fecha. En una transitada calle de la ciudad y capital homónima se abrió un enorme hueco producto de la cantidad de agua. El pasado mes de enero otro estado brasileño, Minas Gerais, también resultó afectado por deslizamientos de tierras y el desplome de un acantilado. @ImpactoVE"
landslide,dataset\deslizamento_de_terra\792ac94169e355d45cf9e20d3c7aad06.jpg,"#BRASIL #PETRÓPOLIS LLUVIAS INTESAS, DESLIZAMIENTO DE TIERRA. Deslizamiento de tierra en Petrópolis en el estado de Rio Janeiro, debido a las fuertes lluvias. 18 muertos.  Las calles de la ciudad de Petrópolis, en Río de Janeiro quedaron convertidas en ríos por las torrenciales lluvias.  Se estan registrando saqueos en el centro de la ciudad."
flood,dataset\enchente\060d1e5ea84ca84555a9d9279071141c.jpg,"Al menos 38 personas han muerto en Petrópolis, en la región montañosa del estado de Río de Janeiro, tras las intensas lluvias que soportó la ciudad la noche del último martes. Asimismo, se registraron ""229 incidentes, de los cuales 189 fueron por deslizamientos de tierra"", señaló Defensa Civil.  Entérate más aquí ► https://cutt.ly/RPhvzyb"
landslide,dataset\deslizamento_de_terra\2982305a5503462d894d184bc862972f.jpg,Autoridades de Río de Janeiro informaron que las recientes inundaciones y deslizamientos de tierra ocasionados por las fuertes lluvias en Petrópolis han dejado al menos 94 fallecidos. Unos 400 militares están trabajando en 44 puntos afectados por el temporal. Todos los detalles aquí: https://cnn.it/3BpTfPr
landslide,dataset\deslizamento_de_terra\3d03bb0adb32e5b103d618fd12a06a53.jpg,"#BRASIL Brutales imagenes  fuerte lluvia azotó en la tarde de hoy a la ciudad de Petrópolis, en el estado de Rio de Janeiro. En una hora llovió 113 mm, inundando el centro histórico, provocando deslizamientos de tierra y arrastrando autos. Se espera actualizaciones sobre posibles victimas."
landslide,dataset\deslizamento_de_terra\fb810b271ca560440fb048ddc1d97bc0.jpg,Imágenes aéreas de un deslizamiento de tierra mortal después de fuertes inundaciones en la ciudad brasileña de Petrópolis en las colinas sobre Río de Janeiro que ha causado la muerte de al menos 38 personas.
flood,dataset\enchente\9dd5f269d6d977c0fa1bb9a4dbfc7094.jpg,"#PETRÓPOLIS | REGISTRO DE MORADORES DEIXANDO SUAS CASAS POR RISCO DE MAIS DESLIZAMENTOS Moradores começam a evacuar suas casas, próximo a 24 de Maio, onde ocorreu um deslizamento nesta quinta-feira (17). As equipes da Defesa Civil e dos Bombeiros estão no local orientando que a população se desloque da área de risco e sigam para locais seguros. Os moradores estão sendo levados para um ponto de apoio nas proximidades, onde receberão o suporte no momento. Ainda não há informações sobre casas afetadas."
landslide,dataset\deslizamento_de_terra\ade9d8cd87af2bca81c4c21913cb14cf.jpg,"#BRASIL Brutales imagenes. Fuerte  lluvia azotó en la tarde de ayer a la ciudad de Petrópolis, en el estado de Rio de Janeiro.  En una hora llovió 113 mm, inundando el centro histórico, provocando deslizamientos de tierra y arrastrando autos. Se espera actualizaciones sobre posibles víctimas."
landslide,dataset\deslizamento_de_terra\01731f412206a5006081274999bdabbd.jpg,"Idoso é resgatado com vida após deslizamento de terra em Coronel Fabriciano Vítima ficou parcialmente soterrada enquanto trabalhava no corte de um barranco. Resgate durou cerca de uma hora. Por Caroline Del Piero, g1 Vales de Minas Gerais Um idoso, de 70 anos, foi resgatado com vida após ficar parcialmente soterrado por um deslizamento de terra na tarde desta terça-feira (15), no bairro Recanto Verde, em Coronel Fabriciano. Segundo o Corpo de Bombeiros, o acidente aconteceu durante o corte de um barranco, nos fundos de uma residência localizada abaixo do nível da rua. De acordo com os bombeiros, a vítima ficou presa sob parte do material do deslizamento, com um dos braços, parte do tórax e a cabeça expostos. As equipes iniciaram imediatamente o trabalho de estabilização do terreno e da vítima, para evitar novos deslizamentos durante o resgate. A escavação foi feita manualmente, com cautela ao redor do tórax do idoso, para permitir que ele conseguisse respirar melhor. Após cerca de uma hora de trabalho, o homem foi totalmente liberado e retirado do local consciente e orientado. A ocorrência mobilizou guarnições de Coronel Fabriciano, Timóteo e Ipatinga, de uma equipe do SAMU, que prestou os primeiros atendimentos no local. A vítima não apresentava lesões aparentes e foi encaminhada ao hospital de referência da cidade para avaliação médica. A Polícia Militar também esteve presente, dando apoio à segurança da área durante toda a operação. Apesar do susto, não houve mortes na ocorrência."
landslide,dataset\deslizamento_de_terra\d80cdb3c21024a7dae3003ca8042b0d6.jpg,"Deslizamento de terra causa mortes em Ipatinga em Minas Gerais Entre as vítima, até o momento, estão uma criança de 8 anos, um homem, de 30, e uma idosa de 70 Corpo de Bombeiros Um deslizamento de terra causado pelo forte temporal que atingiu Ipatinga, em Minas Gerais, na madrugada deste domingo (12), causou a morte e o desaparecimento de vítima em diferentes locais da cidade. As regiões foram afetadas pelo transbordamento de córregos, alagamentos e transtornos, resultado do registro de 80 mm de água em apenas uma hora. De acordo com o Corpo de Bombeiros, o que se sabe até o momento é que há sete vítimas em óbito e quatro pessoas desaparecidas. Foram identificados três corpos, sendo eles um menino, de 8 anos, um homem, de 30 anos e uma idosa, de 70 anos. As equipes do Corpo de Bombeiros e Defesa Civil trabalham no local para localizar as demais possíveis vítimas e atender as famílias afetadas pela tragédia. O governador de Minas Gerais, Romeu Zema, anunciou em suas redes sociais que irá até a cidade nesta segunda-feira (13) e pede aos moradores da região se manterem em alerta e se manter em lugares seguros. Catve.com"
landslide,dataset\deslizamento_de_terra\52de154ab1a00dd80db0d1b202f1b361.jpg,Nos solidarizamos com as vítimas do deslizamento de terra em Ipatinga. Que a união e a solidariedade sejam forças para superar esse momento de dor.   #ForçaIpatinga #Solidariedade #orações #pensamientos #deusnocomando #força
landslide,dataset\deslizamento_de_terra\225f4d2a84dce38d4974c9c384a1b141.jpg,Orem pela nossa cidade de Ipatinga! Um deslizamento de terra causado pelas fortes chuvas resultou na morte de várias pessoas e deixou dezenas desabrigadas. Que Deus tenha misericórdia!
landslide,dataset\deslizamento_de_terra\c8690ccb08b22f94bb4c5730fd958283.jpg,"Corpo de Bombeiros confirma morte de oito pessoas durante o temporal que atingiu Ipatinga durante a madrugada deste domingo (12/01) IPATINGA - Na madrugada deste domingo (12/01), um temporal com 80 milímetros de chuva em menos de uma hora provocou estragos significativos em Ipatinga. O ribeirão Gerasa transbordou causando alagamentos em casas e comércios nas regiões dos bairros Bethânia, Canaã, Canazinho inclusive a Unidade de Pronto Atendimento (UPA) foi inundada, comprometendo o atendimento no local. Informações não oficiais dão conta que pessoas morreram soterradas na região do bairro Bethânia em Ipatinga. Além da UPA, a Avenida Maanaim, foi totalmente interditada devido ao acúmulo de lama e escombros. Houve deslizamento de terra e inundações em algumas cidades da região e estradas estão interditadas. Relatório Parcial do Corpo de Bombeiros. 01-Ocorrência na Rua Turim bairro Bethânia, à princípio com 05 vítimas fatais. Dessas, 2 vítimas já foram encontradas pelas equipes. As buscas seguem para localização das outras 3 vítimas. 02-Ocorrência na rua Boston no alto do bairro Vila Militar, vítima fatal do sexo masculino, de 08 anos. Corpo localizado pelas equipes. 03-Ocorrência na rua Tucanuçu, Chácara Madalena com óbito de uma mulher de 70 anos aproximadamente. Corpo localizado por populares. 04-Ocorrência na rua Salomão, bairro Canaã, com óbito de um homem, de 30 anos aproximadamente. Corpo localizado por populares. Ainda conforme o relatório do Corpo de Bombeiros, as ocorrências com vítimas fatais, à princípio, foram estes endereços. Além disso, entraram diversos chamados de deslizamentos de terra para realização de vistorias, às quais estão neste momento sendo filtradas. Fonte: Plantão Policial - parceiro do Super Canal  * matéria em atualização"
landslide,dataset\deslizamento_de_terra\bf0ac361d9155db4b2da2f6428c1672b.jpg,"O governador de Minas Gerais, Romeu Zema (NOVO) irá durante a manhã desta segunda-feira (12) para a cidade de Ipatinga, no Vale do Aço, vistoriar os trabalhos de atendimento às famílias das vítimas, desabrigados e desalojados em decorrência do deslizamento de terra após fortes chuvas que atingiram a região durante este domingo (12). Ao todo dez pessoas morreram, cinco delas da mesma família. A informação foi confirmada pela assessoria do governador. A prefeitura da cidade decretou situação de emergência. Mais detalhes nos storys.  Marcos Correa/Reprodução/Itatiaia"
landslide,dataset\deslizamento_de_terra\f980c857662e1e2ca9ff1cd298160739.jpg,"CRIANÇAS DESAPARECIDAS DE UM BASTA NA VIOLÊNCIA   Letícia de seis anos foi localizada sem vida no Rio Solimões, estamos apagando o post de busca. Gratidão as pessoas que ajudaram divulgar, oraram. Infelizmente foi por conta de deslizamentos."
landslide,dataset\deslizamento_de_terra\a63b95f0b9084229fbd5410cfd983e13.jpg,"Deslizamento no rio Solimões deixa vítimas desaparecidas no Amazonas Um deslizamento de terra no porto da comunidade Terra Preta, em Manacapuru, no interior do Amazonas, soterrou casas flutuantes e embarcações no rio Solimões.  A Marinha do Brasil enviou equipes de busca, com navios, helicópteros e mergulhadores para ajudar nas operações de resgate das vítimas desaparecidas. Entre os recursos mobilizados estão os Navios de Assistência Hospitalar ""Carlos Chagas"" e ""Soares de Meirelles"" e uma lancha blindada de operações ribeirinhas. De acordo com a última atualização da Prefeitura de Manacapuru, quatro pessoas, incluindo uma criança de seis anos, continuam desaparecidas. As autoridades pedem que familiares de possíveis desaparecidos entrem em contato com a defesa civil ou a delegacia local para fornecer informações."
landslide,dataset\deslizamento_de_terra\55e2d2d641f093d03ff37bfdf1b18566.jpg,"Deslizamento de terra da margem do rio Solimões, em Manacapuru, no Amazonas causa mortes e feridos. Polícia diz que vai investigar as causas. Investigar?!!! Eu sei as  causas. Destruição das matas ciliares e devastação criminosa das matas nativas. Sempre investigando, investigando e tragédias se ampliandao"
landslide,dataset\deslizamento_de_terra\179a8db83a3df06ea853bbca860433d4.jpg,"14 ANOS DEPOIS, A HISTÓRIA SE REPETE.   Nessa madrugada, um deslizamento de terra atingiu a Rua 10 de Novembro, no Bairro Santa Terezinha, destruindo 8 casas e afetando cerca de 30. O deslizamento foi de aproximadamente 50 metros, do nível da rua até a parte mais baixa, segundo a Defesa Civil de São Paulo de Olivença.  A área em frente ao município é uma das mais afetadas por deslizamentos devido à baixa do nível do Rio Solimões, o que acelera a erosão das margens. A combinação entre a altitude e a fragilidade do solo torna a região ainda mais vulnerável.  Esse fenômeno se intensifica durante os períodos de seca no Amazonas. Moradores devem ficar atentos a sinais como rachaduras e movimentação de terra. Em caso de risco, é essencial sair do local e avisar a Defesa Civil imediatamente."
landslide,dataset\deslizamento_de_terra\10c15be2afe3fb30568ff3e2b9b6e863.jpg,"FENÔMENO | Na madruga desta quinta-feira (26/09), um deslizamento de terra conhecido como “terras caídas”, atingiu várias residências que ficam localizadas na rua 10 de Novembro, no bairro Santa Terezinha, no município de São Paulo de Olivença, interior do Amazonas. Conforme as informações da Defesa Civil, cerca de oito famílias ficaram desabrigadas, e doze casas danificadas. O deslizamento teria sido de aproximadamente cinquenta metros do nível da rua até a parte mais baixa. O fenômeno foi causado por uma mudança na dinâmica fluvial do rio Solimões, que aumentou a velocidade da corrente e a taxa de erosão. Esse processo destruiu casas, ruas e comércios, e recuou continuamente à margem do rio. De acordo com a Defesa Civil, a área está comprometida. Ou seja, há risco de mais desmoronamento na região. Não houve feridos, apenas danos materiais. Em fotos divulgadas nas redes sociais, é possível ver o rastro de destruição deixado pelo deslizamento de terra no município. Saiba mais no link da bio #fenomeno #casas #deslizamento #brasil #manaus #amazonas #foconofato  Estamos com foco no fato"
landslide,dataset\deslizamento_de_terra\257057382f6f7428f2510c5a17244650.jpg,"Na madrugada desta quinta-feira (26), um deslizamento de terra, conhecida como ""terras caídas"", atingiu várias residências na rua 10 de Novembro, no bairro Santa Terezinha, em São Paulo de Olivença, interior do Amazonas. Segundo a Defesa Civil, aproximadamente oito famílias ficaram desabrigadas e doze casas foram danificadas. O deslizamento ocorreu cerca de cinquenta metros, da rua até a área mais baixa.  As consequências foram causadas por uma mudança na dinâmica fluvial do rio Solimões, que aumentou a velocidade da correnteza e a taxa de erosão, resultando na destruição de casas, ruas e comércios e no avanço contínuo sobre a margem do rio. A Defesa Civil alerta que a área continua comprometida, com risco de novos desmoronamentos. Não houve danos, apenas danos materiais. Fotos divulgadas nas redes sociais mostram o rastro de destruição deixado pelo deslizamento. Curta:  Fala Manauara #amazonas #brasil #deslizamentos #SaoPauloDeOlivenca"
landslide,dataset\deslizamento_de_terra\92e0a77e5eb5b238d9e2805c20770156.jpg,Deslizamento de terra atinge região do Rio Solimões no Amazonas; veja vídeo
landslide,dataset\deslizamento_de_terra\e95313c408e6ae0b7e9abf35abeaab28.jpg,"DESLIZAMENTO ATINGE RUA 10 DE NOVEMBRO EM SÃO PAULO DE OLIVENÇA Na madrugada de hoje, um deslizamento de terra devastou a Rua 10 de Novembro, localizada no Bairro Santa Terezinha, em São Paulo de Olivença. O deslizamento destruiu 8 casas e afetou aproximadamente 30, segundo informações da Defesa Civil. O deslizamento, que se estendeu por 50 metros desde o nível da rua até a área mais baixa, ocorreu devido à erosão acelerada nas margens do Rio Solimões, cujo nível está significativamente baixo. A área afetada é conhecida por sua vulnerabilidade a deslizamentos, especialmente durante os períodos de seca que atingem o estado do Amazonas, quando a combinação entre a altitude e a fragilidade do solo agrava os riscos.  Atenção, moradores! Fiquem atentos a sinais como rachaduras no solo ou movimentação de terra. Se identificados, saiam imediatamente do local e avisem a Defesa Civil para garantir a segurança de todos. Fotos: Divulgação"
landslide,dataset\deslizamento_de_terra\41e92aa99a30bbd0cc7c6cb4b3b90c52.jpg,"#MANACAPURU |   Um corpo foi encontrado boiando no Rio Solimões em área próxima aonde houve o deslizamento de terra que destruiu parte do Porto da Terra Preta, localizado em Manacapuru, interior do Amazonas."
landslide,dataset\deslizamento_de_terra\c480911de42b68284892e53374a43493.jpg,Deslizamento de terra atinge região do Rio Solimões no Amazonas;Video - Leia a Matérica Completa -> https://crentenews.com.br/?p=31129... -  #MundoGospel - #AmazonasVideo #atinge #Deslizamento #região #Rio #Solimões #terra
flood,dataset\enchente\bb784bf29c794f0d8ab184d5665e9210.jpg,"MANAUS - Um deslizamento de terra, às margens do Rio Solimões, abriu uma cratera na orla de Manacapuru, na Região Metropolitana de Manaus, e engoliu parte do Porto da Terra Preta, na tarde desta segunda-feira (7). Moradores que passavam de barco próximo ao local gravaram o momento do desabamento. Uma criança está desaparecida e sete pessoas foram socorridas e levadas a uma unidade de saúde na cidade.   Acompanhe as atualizações na  #jornalismo #notícias  #Solimões #amazonas  #buchfil"
landslide,dataset\deslizamento_de_terra\aed7a1cdc8eb4c473d96801a6fb7371e.jpg,"BOLETIM ATUALIZADO DA DEFESA CIVIL DE TERESÓPOLIS  DATA: 29/12/24  OCORRÊNCIA(S): 09 Deslizamento de terra nas ruas: Rua Amazonas, em Araras;  Rua Joaquim Nabuco, no Comary;  Estrada Rio x Bahia, no Vale da Revolta; Rua General Afonso Sevilha, no Meudon;  Rua Mato Grosso, em Santa Cecília;  Rua Manoel Carneiro de Mello, no Pimentel;  Rua Amapá, Araras.  Queda de árvore na Estrada Isaias Vidal, em Albuquerque.  Durante a elaboração deste boletim, não foram registrados vítimas, desalojados ou desabrigados.  OS MAIORES VALORES REGISTRADOS EM 4h:  Vale da Revolta - 72.8mm Coréia - 70.4mm Rosário - 60.2mm VALORES REGISTRADOS EM 6h:  Parnaso - 96.6mm São Pedro - 86.2mm Meudon - 83.8mm Barroso - 60.6mm Morro dos Pinheiros - 33.0 PONTOS DE ALAGAMENTO:  Parque Ingá  Santa Cecília  Tenente Luiz Meirelles  Rua Peru, em Albuquerque  Tijuca  Feirinha do Alto, no Alto  Praça Dos Expedicionários (Tiro De Guerra, em São Pedro  Rodoviária  Araras  Av. Lúcio Meira, na Várzea  Transbordamento do Rio Meudon às 16h48 - Instituto Estadual do Ambiente (INEA).  SIRENES ACIONADAS : Vale da Revolta   1 e 2  Coréia 1 e 2  Rosário 1 e 2 Caxangá  Três córregos. Estágio de monitoramento: atenção.  Previsão do tempo para as próximas horas: Probabilidade de chuva moderada a forte."
landslide,dataset\deslizamento_de_terra\f125028c267c814896b2483c63510805.jpg,"DESLIZAMENTO DE TERRA DEIXA QUATRO PESSOAS DESAPARECIDAS EM MANAUS  Um deslizamento de terra abriu uma cratera na orla de Manacapuru, na Região Metropolitana de Manaus, e engoliu parte do Porto da Terra Preta, na segunda-feira (07/10/24). O desmoronamento deixou quatro pessoas desaparecidas, sendo uma delas, uma criança de 6 anos.  Na manhã desta terça ( , equipes de resgate retomaram as buscas. O acidente também deixou nove pessoas feridas. Ainda não há informações sobre a causa do desabamento. O prefeito de Manacapuru, Beto D'Ângelo, declarou que a tragédia causada às margens do Rio Solimões só não foi maior devido ao dia ser ponto facultativo. ""Então o fluxo de pessoas era bem menor"", disse. fonte g1. #Manacapuru #amazonas"
landslide,dataset\deslizamento_de_terra\e3506d167748874093a2470b69c8f00d.jpg,"TERRA PRETA em MANACAPURU || Grande parte do Porto da Terra Preta, localizado em Manacapuru (AM), desabou no início da tarde desta segunda-feira (7).  O porto é administrado pelo Departamento Nacional de Infraestrutura de Transportes (DNIT). Em um dos vídeos é possível ver moradores correndo em desespero, alguns gritam “Está caindo a terra” O incidente foi registrado por moradores locais, que enviaram vídeos mostrando grande parte da estrutura desabada. Ainda não há informações detalhadas sobre quantidade de vítimas ou as causas do desabamento. Em meio aos destroços do desabamento é possível ver um automóvel O Porto da Terra Preta é uma área de grande relevância para a economia de Manacapuru, atuando como ponto estratégico para o transporte de mercadorias e passageiros, além de abrigar o Terminal Hidroviário e a Secretaria Municipal de Pesca (Sempa). O espaço conecta a cidade a diversas localidades da região. No local do desabamento era comum acontecer atividades de carga e descarga, inclusive com pontos de taxis e mototaxistas. No rio, é possível ver pedaços de flutuantes, canoas e destroços de casas e até carros, enquanto as terras seguem caindo. Imagens anteriores do porto mostram que centenas de pessoas frequentam o local diariamente e também abriga famílias que moram em flutuantes ao redor. Por meio de nota, a Defesa Civil do Amazonas informou que uma equipe do Corpo de Bombeiros já iniciou o trabalho de mapeamento da área para resgate de possíveis vítimas e uma equipe está sendo deslocada para o município para reforçar as buscas. Confira a nota na íntegra: Sobre acidente o corrido no Porto da Terra Preta, sob responsabilidade do Departamento Nacional de Infraestrutura de Transportes (Dnit), no município de Manacapuru (distante 68 quilômetros de Manaus), o Governo do Amazonas informa que uma equipe do Corpo de Bombeiros já iniciou o trabalho de mapeamento da área para resgate de possíveis vítimas e uma equipe está sendo deslocada para o município para reforçar as buscas, com o auxílio de mergulhares e especialistas em salvamento em estruturas colapsadas. Agentes da Defesa Civil do Estado também estão a caminho do local do deslizamento e a Secr"
landslide,dataset\deslizamento_de_terra\c208751dd05c1998b76d3ea5b8852994.jpg,"FENÔMENO | Na madruga desta quinta-feira (26/09), um deslizamento de terra conhecido como “terras caídas”, atingiu várias residências que ficam localizadas na rua 10 de Novembro, no bairro Santa Terezinha, no município de São Paulo de Olivença, interior do Amazonas. Conforme as informações da Defesa Civil, cerca de oito famílias ficaram desabrigadas, e doze casas danificadas. O deslizamento teria sido de aproximadamente cinquenta metros do nível da rua até a parte mais baixa. O fenômeno foi causado por uma mudança na dinâmica fluvial do rio Solimões, que aumentou a velocidade da corrente e a taxa de erosão. Esse processo destruiu casas, ruas e comércios, e recuou continuamente à margem do rio. De acordo com a Defesa Civil, a área está comprometida. Ou seja, há risco de mais desmoronamento na região. Não houve feridos, apenas danos materiais. Em fotos divulgadas nas redes sociais, é possível ver o rastro de destruição deixado pelo deslizamento de terra no município. Saiba mais no link da bio #fenomeno #casas #deslizamento #brasil #manaus #amazonas #foconofato  Estamos com foco no fato"
landslide,dataset\deslizamento_de_terra\eb6638874815f7b2cf9a2b5ee083ce91.jpg,"Quatro pessoas estão desaparecidas na cidade de Manacapuru, no Amazonas. Entre os desaparecidos está uma criança de 6 anos, que estava em um barco quando um deslizamento de terra destruiu o porto da cidade. No momento do incidente, várias pessoas estavam trabalhando no transporte de passageiros e mercadorias."
